census_tract,tract_name,county_name,tangled_properties,at_risk_properties,tangled_net_equity,at_risk_net_equity,tangled_gross_positive_equity,at_risk_gross_positive_equity,tangled_gross_negative_equity,at_risk_gross_negative_equity,GEOID,intersectional_group,method_version,validated_against_paper_map,validation_date,source_pdf
24005401302,Census Tract 4013.02; Baltimore County; Maryland,"Baltimore County, Maryland",5,6,1082501,929648,1082501,929648,NA,NA,24005401302,NA,NA,NA,NA,NA
24005402202,Census Tract 4022.02; Baltimore County; Maryland,"Baltimore County, Maryland",1,0,7367,NA,7367,NA,NA,NA,24005402202,NA,NA,NA,NA,NA
24005402404,Census Tract 4024.04; Baltimore County; Maryland,"Baltimore County, Maryland",0,2,NA,86100,NA,86100,NA,NA,24005402404,NA,NA,NA,NA,NA
24005403100,Census Tract 4031; Baltimore County; Maryland,"Baltimore County, Maryland",0,1,NA,179254,NA,179254,NA,NA,24005403100,NA,NA,NA,NA,NA
24005403201,Census Tract 4032.01; Baltimore County; Maryland,"Baltimore County, Maryland",8,2,298668,397476,298668,397476,NA,NA,24005403201,NA,NA,NA,NA,NA
24005403202,Census Tract 4032.02; Baltimore County; Maryland,"Baltimore County, Maryland",1,0,14100,NA,14100,NA,NA,NA,24005403202,NA,NA,NA,NA,NA
24005403402,Census Tract 4034.02; Baltimore County; Maryland,"Baltimore County, Maryland",3,0,482578,NA,482578,NA,NA,NA,24005403402,NA,NA,NA,NA,NA
24005403500,Census Tract 4035; Baltimore County; Maryland,"Baltimore County, Maryland",2,1,924848,673186,924848,673186,NA,NA,24005403500,NA,NA,NA,NA,NA
24005403601,Census Tract 4036.01; Baltimore County; Maryland,"Baltimore County, Maryland",6,8,2668414,3055129,2668414,3055129,NA,NA,24005403601,NA,NA,NA,NA,NA
24005403602,Census Tract 4036.02; Baltimore County; Maryland,"Baltimore County, Maryland",4,10,1031834,3673319,1031834,3673319,NA,NA,24005403602,NA,NA,NA,NA,NA
24005403803,Census Tract 4038.03; Baltimore County; Maryland,"Baltimore County, Maryland",2,1,495556,456321,495556,456321,NA,NA,24005403803,NA,NA,NA,NA,NA
24005411404,Census Tract 4114.04; Baltimore County; Maryland,"Baltimore County, Maryland",0,3,NA,5300,NA,5300,NA,NA,24005411404,NA,NA,NA,NA,NA
24005420100,Census Tract 4201; Baltimore County; Maryland,"Baltimore County, Maryland",1,0,2800,NA,2800,NA,NA,NA,24005420100,NA,NA,NA,NA,NA
24005420500,Census Tract 4205; Baltimore County; Maryland,"Baltimore County, Maryland",13,5,2096012,552020,2096012,552020,NA,NA,24005420500,NA,NA,NA,NA,NA
24005420600,Census Tract 4206; Baltimore County; Maryland,"Baltimore County, Maryland",12,2,1493000,417994,1493000,417994,NA,NA,24005420600,NA,NA,NA,NA,NA
24005420800,Census Tract 4208; Baltimore County; Maryland,"Baltimore County, Maryland",1,0,300,NA,300,NA,NA,NA,24005420800,NA,NA,NA,NA,NA
24005430104,Census Tract 4301.04; Baltimore County; Maryland,"Baltimore County, Maryland",1,0,100,NA,100,NA,NA,NA,24005430104,NA,NA,NA,NA,NA
24005430200,Census Tract 4302; Baltimore County; Maryland,"Baltimore County, Maryland",0,1,NA,1067,NA,1067,NA,NA,24005430200,NA,NA,NA,NA,NA
24005430300,Census Tract 4303; Baltimore County; Maryland,"Baltimore County, Maryland",2,0,223775,NA,223775,NA,NA,NA,24005430300,NA,NA,NA,NA,NA
24005430400,Census Tract 4304; Baltimore County; Maryland,"Baltimore County, Maryland",1,2,29733,320511,29733,320511,NA,NA,24005430400,NA,NA,NA,NA,NA
24005430700,Census Tract 4307; Baltimore County; Maryland,"Baltimore County, Maryland",0,1,NA,419234,NA,419234,NA,NA,24005430700,NA,NA,NA,NA,NA
24005430900,Census Tract 4309; Baltimore County; Maryland,"Baltimore County, Maryland",3,6,889491,1245468,889491,1245468,NA,NA,24005430900,NA,NA,NA,NA,NA
24005440200,Census Tract 4402; Baltimore County; Maryland,"Baltimore County, Maryland",3,3,581854,254301,581854,254301,NA,NA,24005440200,NA,NA,NA,NA,NA
24005440400,Census Tract 4404; Baltimore County; Maryland,"Baltimore County, Maryland",12,10,2489792,1854448,2539847,1854448,-50055,NA,24005440400,NA,NA,NA,NA,NA
24005440500,Census Tract 4405; Baltimore County; Maryland,"Baltimore County, Maryland",4,4,1051696,972889,1051696,972889,NA,NA,24005440500,NA,NA,NA,NA,NA
24005441000,Census Tract 4410; Baltimore County; Maryland,"Baltimore County, Maryland",6,10,1157784,1615321,1171725,1615321,-13941,NA,24005441000,NA,NA,NA,NA,NA
24005441102,Census Tract 4411.02; Baltimore County; Maryland,"Baltimore County, Maryland",1,0,69767,NA,69767,NA,NA,NA,24005441102,NA,NA,NA,NA,NA
24005450100,Census Tract 4501; Baltimore County; Maryland,"Baltimore County, Maryland",1,0,2500,NA,2500,NA,NA,NA,24005450100,NA,NA,NA,NA,NA
24005450200,Census Tract 4502; Baltimore County; Maryland,"Baltimore County, Maryland",0,1,NA,1900,NA,1900,NA,NA,24005450200,NA,NA,NA,NA,NA
24005450300,Census Tract 4503; Baltimore County; Maryland,"Baltimore County, Maryland",1,0,100,NA,100,NA,NA,NA,24005450300,NA,NA,NA,NA,NA
24005450501,Census Tract 4505.01; Baltimore County; Maryland,"Baltimore County, Maryland",0,1,NA,16500,NA,16500,NA,NA,24005450501,NA,NA,NA,NA,NA
24005451000,Census Tract 4510; Baltimore County; Maryland,"Baltimore County, Maryland",2,3,89666,-64403,89666,44333,NA,-108736,24005451000,NA,NA,NA,NA,NA
24005451701,Census Tract 4517.01; Baltimore County; Maryland,"Baltimore County, Maryland",2,0,64833,NA,64833,NA,NA,NA,24005451701,NA,NA,NA,NA,NA
24005451702,Census Tract 4517.02; Baltimore County; Maryland,"Baltimore County, Maryland",4,0,323600,NA,323600,NA,NA,NA,24005451702,NA,NA,NA,NA,NA
24005451801,Census Tract 4518.01; Baltimore County; Maryland,"Baltimore County, Maryland",0,1,NA,11904,NA,11904,NA,NA,24005451801,NA,NA,NA,NA,NA
24005451802,Census Tract 4518.02; Baltimore County; Maryland,"Baltimore County, Maryland",0,1,NA,25100,NA,25100,NA,NA,24005451802,NA,NA,NA,NA,NA
24005452100,Census Tract 4521; Baltimore County; Maryland,"Baltimore County, Maryland",0,1,NA,58833,NA,58833,NA,NA,24005452100,NA,NA,NA,NA,NA
24005452300,Census Tract 4523; Baltimore County; Maryland,"Baltimore County, Maryland",21,8,3044961,693057,3044961,693057,NA,NA,24005452300,NA,NA,NA,NA,NA
24005452400,Census Tract 4524; Baltimore County; Maryland,"Baltimore County, Maryland",1,0,400,NA,400,NA,NA,NA,24005452400,NA,NA,NA,NA,NA
24005490400,Census Tract 4904; Baltimore County; Maryland,"Baltimore County, Maryland",1,0,315281,NA,315281,NA,NA,NA,24005490400,NA,NA,NA,NA,NA
24005490500,Census Tract 4905; Baltimore County; Maryland,"Baltimore County, Maryland",4,0,3737982,NA,3737982,NA,NA,NA,24005490500,NA,NA,NA,NA,NA
24005490601,Census Tract 4906.01; Baltimore County; Maryland,"Baltimore County, Maryland",8,7,2337763,1513019,2337763,1513019,NA,NA,24005490601,NA,NA,NA,NA,NA
24005490602,Census Tract 4906.02; Baltimore County; Maryland,"Baltimore County, Maryland",4,4,1429101,1227421,1429101,1227421,NA,NA,24005490602,NA,NA,NA,NA,NA
24005490603,Census Tract 4906.03; Baltimore County; Maryland,"Baltimore County, Maryland",5,8,1211834,3618617,1211834,3618617,NA,NA,24005490603,NA,NA,NA,NA,NA
24005491000,Census Tract 4910; Baltimore County; Maryland,"Baltimore County, Maryland",1,5,512028,1204282,512028,1204282,NA,NA,24005491000,NA,NA,NA,NA,NA
24005491100,Census Tract 4911; Baltimore County; Maryland,"Baltimore County, Maryland",4,3,1583447,227282,1583447,227471,NA,-189,24005491100,NA,NA,NA,NA,NA
24005491300,Census Tract 4913; Baltimore County; Maryland,"Baltimore County, Maryland",2,3,609612,632434,609612,632434,NA,NA,24005491300,NA,NA,NA,NA,NA
24005491402,Census Tract 4914.02; Baltimore County; Maryland,"Baltimore County, Maryland",0,1,NA,-79991,NA,NA,NA,-79991,24005491402,NA,NA,NA,NA,NA
24005491500,Census Tract 4915; Baltimore County; Maryland,"Baltimore County, Maryland",1,0,23700,NA,23700,NA,NA,NA,24005491500,NA,NA,NA,NA,NA
24005492002,Census Tract 4920.02; Baltimore County; Maryland,"Baltimore County, Maryland",1,0,300,NA,300,NA,NA,NA,24005492002,NA,NA,NA,NA,NA
24005492101,Census Tract 4921.01; Baltimore County; Maryland,"Baltimore County, Maryland",2,0,4100,NA,4100,NA,NA,NA,24005492101,NA,NA,NA,NA,NA
24005492200,Census Tract 4922; Baltimore County; Maryland,"Baltimore County, Maryland",0,1,NA,31300,NA,31300,NA,NA,24005492200,NA,NA,NA,NA,NA
00Unmatched,NA,NA,6,9,1118856,1841852,1118856,1841852,NA,NA,00Unmatched,NA,NA,NA,NA,NA
